Provider_Name,Address,City,County,Doses_W13
Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,"17,550"
Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,"4,680"
School Of Nursing - Main Building,1851 Crosspoint Ave.,Houston,HARRIS,"7,020"
Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,"4,680"
DHR Health,5501 South McColl Road,Edinburg,HIDALGO,"8,190"
Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO,"6,000"
Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,"1,170"
Jefferson County Immunization Clinic,7933 Viterbo Rd Ste 100,Beaumont,JEFFERSON,"11,000"
Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,"1,170"
Cleburne Fire Department,114 W WARDVILLE ST,Cleburne,JOHNSON,"2,000"
Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,"1,170"
Kleberg County Sheriff's Office,1500 E King Ave,Kingsville,KLEBERG,"1,000"
La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE,"1,170"
Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR,"1,000"
"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,"1,170"
Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,"5,000"
Eagle Pass Fire Department,2558 El Indio Hwy,Eagle Pass,MAVERICK,"1,200"
Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,"1,500"
Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,"2,340"
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,"5,850"
CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,Conroe,MONTGOMERY,"8,190"
Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY,"2,500"
LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,"1,500"
Driscoll Health System,3533 S ALAMEDA ST,Corpus Christi,NUECES,"1,170"
LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES,"5,000"
Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,"2,340"
LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER,"5,000"
Pecos Valley Rural Health Clinic,2335 S Pigman St,Pecos,REEVES,"1,170"
Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,"3,510"
Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,"10,000"
Texas Health Medical Support,1100 BRIDGEWOOD DR STE 107,Fort Worth,TARRANT,"4,680"
Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR,"3,510"
Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,"3,510"
Austin Public Health,15 Waller Street,Austin,TRAVIS,"12,000"
Ut Health Austin (Dell Medical School),1601 TRINITY ST STOP Z0200,Austin,TRAVIS,"11,700"
Uvalde Memorial Hospital,1025 Garner Field Rd.,Uvalde,UVALDE,"1,170"
LHD Victoria City-CO Health Dept (RE),2805 N NAVARRO ST # 102,Victoria,VICTORIA,"2,000"
Washington County Ems,1875 Highway 290 W,Brenham,WASHINGTON,"3,000"
City Of Laredo Health Department,2600 Cedar Ave,Laredo,WEBB,"5,000"
Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,"6,000"
Brookshires Pharmacy 030,2107 S Loop 256,Palestine,ANDERSON,100
Christus Trinity Clinic Magnolia Medical Plaza,3201 South Loop 256,Palestine,ANDERSON,100
Kroger Pharmacy 431,325 E Spring St,Palestine,ANDERSON,100
Palestine Regional Medical Center,2900 S Loop 256,Palestine,ANDERSON,"1,000"
Sycamore Medical Clinic,1021 S Sycamore St,Palestine,ANDERSON,200
Texas Oncology Pa Palestine,3415 S Loop 256,Palestine,ANDERSON,100
Walgreens Pharmacy 09411,2201 S Loop 256,Palestine,ANDERSON,100
Texas Department of Criminal Justice BETO,1391 FM 3328,Tennessee Colony,ANDERSON,100
Texas Department of Criminal Justice Michael,2664 FM 2054,Tennessee Colony,ANDERSON,100
Lhd Andrews City-County Health Department (Re),208 Nw 2nd St,Andrews,ANDREWS,200
Prescription Shop Andrews,813 Hospital Dr,Andrews,ANDREWS,100
Brookshires Pharmacy 1,301 S Chestnut St,Lufkin,ANGELINA,100
Chi St Lukes Hlth Memorial Lufkin,1201 W Frank Ave,Lufkin,ANGELINA,300
PAM SPECIALTY HOSPITAL OF LUFKIN,1201 W FRANK AVE,Lufkin,ANGELINA,100
Sudheer R Karnati Md,5 Medical Center Blvd,Lufkin,ANGELINA,100
Texas Institute For Kidney & Endocrine Disorder Pa,10 Medical Center Blvd,Lufkin,ANGELINA,100
Woodland Heights Medical Center,505 S John Redditt Dr,Lufkin,ANGELINA,300
ARANSAS COUNTY DETENTION CENTER,811 EAST CONCHO,Rockport,ARANSAS,100
Fresenius Medical Care Rockport,1102 FM 3036,Rockport,ARANSAS,100
Heb Pharmacy 562,1409 Highway 35 N,Rockport,ARANSAS,100
Walgreens Pharmacy 09205,1309 Highway 35 N,Rockport,ARANSAS,100
Archer City RHC/Archer Family Clinic,404 EAST CHESTNUT,Archer City,ARCHER,100
DSHS Archer City,511 S. Cedar,Archer City,ARCHER,100
Claude Family Medical Clinic,201 Parks St,Claude,ARMSTRONG,200
Atascosa County EMS,915 Main St,Jourdanton,ATASCOSA,"1,000"
Methodist Hospital South,1905 Hwy 97 E,Jourdanton,ATASCOSA,100
Atascosa Health Center Inc.,310 W Oaklawn Rd,Pleasanton,ATASCOSA,200
Bsz Medical Pa,1746 W Goodwin St,Pleasanton,ATASCOSA,200
Bellville Medical Center,44 N. Cummings St.,Bellville,AUSTIN,100
DSHS Bellville Clinic,602 E Hacienda St,Bellville,AUSTIN,100
Medical Clinics Of Sealy,1036 N Circle Dr,Sealy,AUSTIN,300
SEALY URGENT CARE CENTER P.A.,1036 N CIRCLE DRIVE,Sealy,AUSTIN,300
United Pharmacy 550,104 W 9th St,Muleshoe,BAILEY,100
Bandera Family Practice,1050 State Highway 16 S,Bandera,BANDERA,100
Medina Lake Clinic,146 Laurel Vista Dr,Pipe Creek,BANDERA,100
Communitycare- Ob/Gyn Bastrop,301 Highway 71 W Ste 111,Bastrop,BASTROP,200
Family Health Center Of Bastrop,3101 Highway 71 E Ste 101,Bastrop,BASTROP,200
Seymour Hospital Rural Health Clinic,201 Stadium Dr,Seymour,BAYLOR,200
United Pharmacy 573,101 N Washington St,Seymour,BAYLOR,200
Harker Heights Kidney Center,625 W Central Texas Expressway,Harker Heights,BELL,100
Seton Medical Center Harker Heights,850 West Central Texas Expresswy,Harker Heights,BELL,100
Metroplex Health System,2201 S. Clear Creek Dr,Killeen,BELL,200
Ascension Medical Group Texas-Temple Fp,1905 Sw Hk Dodgen Loop,Temple,BELL,100
Ascension Medical Group Texas-Temple Pedi,1905 S.W H K Dodgen Loop,Temple,BELL,100
Baylor Scott & White Pharmacy #227,937 Canyon Creek Drive,Temple,BELL,100
BAYLOR SCOTT AND WHITE HQ,2401 S 31st Street,Temple,BELL,"3,000"
DSHSHSR 7 HQ - Temple (RE),2408 South 37th Street,Temple,BELL,"4,370"
Lone Star Circle Of Care At Temple,2112 Sw H K Dodgen Loop Ste 110,Temple,BELL,100
Babcock Health and Wellness Clinic,6423 Babcock Rd,San Antonio,BEXAR,100
Bandera Apothecary LP,6428 Bandera Rd,San Antonio,BEXAR,100
Bandera Family Health,7579 N Loop 1604 W Ste 100,San Antonio,BEXAR,100
Broadway Kidney Disease Center,8840 Tradeway St,San Antonio,BEXAR,100
Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,San Antonio,BEXAR,500
conviva westover hills,1911 Rogers Road,San Antonio,BEXAR,400
Davila Pharmacy,1423 Guadalupe,San Antonio,BEXAR,200
Direct Care Of Texas,18911 Hardy Oak Blvd,San Antonio,BEXAR,200
Dshs HSR 8 Hq - San Antonio (Re),7430 Louis Pasteur Dr,San Antonio,BEXAR,"1,170"
Fresenius Medical Care San Antonio LLC,305 N. Frio St.,San Antonio,BEXAR,100
Health by Design,13409 George Rd.,San Antonio,BEXAR,100
HEALTHTEXAS MEDICAL GROUP HQ,2961 Mossrock,San Antonio,BEXAR,100
Holy Savior Hospice and Palliative Care,3201 Cherry Ridge,San Antonio,BEXAR,500
Hormazd Sanjana MD,2277 NWMilitary #100,San Antonio,BEXAR,100
John S Garcia Md,730 N Main Ave,San Antonio,BEXAR,100
Legends Pharmacy,6601 Blanco Rd,San Antonio,BEXAR,500
Little Spurs Pediatric Urgent Care,4522 Fredericksburg Road,San Antonio,BEXAR,100
LOCKEHILL KIDNEY DISEASE CLINIC,10134 Huebner Road,San Antonio,BEXAR,100
Marathon Petroleum HS - San Antonio,19100 Ridgewood Parkway,San Antonio,BEXAR,100
MED SECURITY INC,10010 SAN PEDRO,San Antonio,BEXAR,100
METHODIST HOSPITAL AND METHODIST CHILDRENS HOSPIT 770 Floyd Curl Dr,,San Antonio,BEXAR,500
Mission Trail Baptist Hospital,3333 Research Plz,San Antonio,BEXAR,500
"MLDP OF TEXAS, LP dba Legends Pharmacy",6601 BLANCO RD,San Antonio,BEXAR,200
Northeast Baptist Hospital,8811 Village,San Antonio,BEXAR,500
Oakdell Pharmacy,7220 Louis Pasteur Dr.,San Antonio,BEXAR,100
"Private Physician Services of San Antonio, PLLC",359 e hildebrand avenue,San Antonio,BEXAR,100
Renue Rx #5,810 SE Military Dr,San Antonio,BEXAR,100
San Antonio Arthritis Care Centers Pharm,8527 Village Drive,San Antonio,BEXAR,100
Schnitzler Cardiovascular Consultants Pllc,8122 Datapoint Dr Ste 700,San Antonio,BEXAR,100
South Texas Allergy and Asthma Medical Proffession,341 E Hildebrand Ave,San Antonio,BEXAR,100
South Texas Spine And Surgical Hospital,18600 Hardy Oak Blvd,San Antonio,BEXAR,100
SOUTHSIDE KIDNEY DISEASE CLINIC,1335 SE Military Drive,San Antonio,BEXAR,100
Southtown Clinic Pc,1025 S Presa St,San Antonio,BEXAR,100
Southwest General Hospital,7400 Barlite Blvd,San Antonio,BEXAR,500
Southwest Research Institute,6220 Culebra Rd,San Antonio,BEXAR,100
St Lukes Baptist Hospital,7930 Floyd Curl Dr,San Antonio,BEXAR,500
St. Lazarus Family Practice,14345 Blanco Rd,San Antonio,BEXAR,100
Start Center For Cancer Care,4383 Medical Drive,San Antonio,BEXAR,100
"Steven A Davis MD, PA",7810 Louis Pasteur Dr Ste 200,San Antonio,BEXAR,100
"Stone Oak Family Doctors, PA",700 E. Sonterra Blvd,San Antonio,BEXAR,100
Texas Center For Infectious Disease,2303 Se Military Dr,San Antonio,BEXAR,200
"TEXAS DERMATOLOGY INSTUTUTE, PA",24165 W IH 10,San Antonio,BEXAR,100
The San Antonio Orthopaedic Group,400 Concord Plaza Dr Ste 300,San Antonio,BEXAR,100
University Of Texas Medicine,8300 Floyd Curl Dr,San Antonio,BEXAR,300
University Of The Incarnate Word Health Services,"4301 Broadway, Cpo #30",San Antonio,BEXAR,200
UT HEALTH-GERIATRIC & SUPPORTIVE CARE CLINIC,2833 Babcock,San Antonio,BEXAR,100
Valero Family Wellness Center - Health By Design,1 Valero Way Bldg D,San Antonio,BEXAR,100
Vivir With Salud,8006 West Ave,San Antonio,BEXAR,100
Wellmed Ingram,6157 NW Loop 410,San Antonio,BEXAR,"9,000"
Westover Hills Family Health,11212 State Highway 151 Plaza 1,San Antonio,BEXAR,100
Blanco Pharmacy & Wellness,316 Pecan St.,Blanco,BLANCO,100
North Blanco County Ems,105 Bill Watson Dr,Johnson City,BLANCO,300
Albrecht's Pharmacy,506 West 5th St.,Clifton,BOSQUE,100
Brookshires Pharmacy 92,900 Fm 3220,Clifton,BOSQUE,100
Goodall Witcher Hospital,101 Posey Ave Bldg 1,Clifton,BOSQUE,"1,000"
Dekalb Physicians Clinic,216 N Centre St,De Kalb,BOWIE,100
Brookshires Pharmacy 72,210 N Mccoy Blvd,New Boston,BOWIE,100
Nb Pharmacy,409 Northeast Front St,New Boston,BOWIE,100
"Supracare Family Health, PLLC",310 E Hoskins St,New Boston,BOWIE,300
Albertsons Pharmacy 0135,4415 West 7th,Texarkana,BOWIE,200
Lhd Texarkana-Bowie Co Fam Hlth Cntr (Re),902 W 12th St,Texarkana,BOWIE,"1,000"
Red River Pharmacy LTC,1550 Moores LN,Texarkana,BOWIE,400
Super 1 Pharmacy 618,2610 Richmond Rd,Texarkana,BOWIE,100
Adoue Community Health Network,1111 W ADOUE ST,Alvin,BRAZORIA,100
BRAZORIA COUNTY HEALTH DEPT ALVIN,260 GEORGE ST,Alvin,BRAZORIA,500
Walgreens Pharmacy 04113,1620 S Gordon St,Alvin,BRAZORIA,100
Women's And Children's Health Center- 061736,218 E House St,Alvin,BRAZORIA,100
Angleton Primary Care,2020 East Mulberry St,Angleton,BRAZORIA,100
Brazoria County Health Department,434 E Mulberry St,Angleton,BRAZORIA,500
Brazoria County Jail,3602 Co Rd 45,Angleton,Brazoria,100
Next Level Urgent Care Brazoria,20799 County Road 171,Angleton,BRAZORIA,100
Utmb-Angleton Danbury Campus,132 E Hospital Dr,Angleton,BRAZORIA,"3,000"
Walgreens Pharmacy 04373,1001 Loop 274,Angleton,BRAZORIA,100
Walgreens Pharmacy 04100,51 Dixie Dr,Clute,BRAZORIA,100
Dow Occupational Health,2301 N.Brazosport Blvd. B-1820,Freeport,BRAZORIA,100
Freeport Community Health Network- 061447,905 N Gulf Blvd Ste 100,Freeport,BRAZORIA,100
Stephen F Austin Community Health Center Inc,905 N. Gulf Blvd,Freeport,BRAZORIA,300
Brazoria County Health Department-Lake Jackson,202 Peach St,Lake Jackson,BRAZORIA,500
Brazosport Regional Family Medicine Center - Lake Jackson,208 Oak Dr S,Lake Jackson,BRAZORIA,100
CHI St.Lukes Health Brazosport,"100, Medical Drive",Lake Jackson,BRAZORIA,500
ECKERDS RX 106 LLC,120 CIRCLE WAY ST,Lake Jackson,BRAZORIA,100
HEB Pharmacy 707,97 Oyster Creek Dr,Lake Jackson,BRAZORIA,100
"Legal Dealers Llc, The Medicine Shoppe Pharmacy 1294",109 Abner Jackson Pkwy Ste B,Lake Jackson,BRAZORIA,100
"STARR PLUS PHARMACY, LLC",208 oak drive south,Lake Jackson,BRAZORIA,100
Walter David Spence,215 M Oak Drive South,Lake Jackson,BRAZORIA,100
Phillips 66 Health Services Old Ocean,8189 Old FM 524,Old Ocean,BRAZORIA,300
"Brazoria County Health Dept., Pearland",2436 South Grand Blvd.,Pearland,BRAZORIA,500
"Broadway Family Clinic (ZN HealthCare Services, PLLC)",3129 Kingsley Drive,Pearland,BRAZORIA,300
"Cullen Care Pharmacy, Inc. d/b/a Pets & People Pharmacy",9215 Broadway St.,Pearland,BRAZORIA,500
Doc's Interventional Sports Medicine and Primary Care,3322 E. Walnut St.,Pearland,BRAZORIA,100
Encompass Rehabilitation Hospital of Pearland,2121 Business Center Drive,Pearland,BRAZORIA,100
HCA Houston Healthcare Pearland,11100 Shadow Creek Parkway,Pearland,BRAZORIA,100
HEB Pharmacy 63,2805 Business Center Dr.,Pearland,BRAZORIA,100
Heb Pharmacy 675,2710 Pearland Pkwy,Pearland,BRAZORIA,100
Internal Medicine Associates Of Houston,10970 Shadow Creek Pkwy,Pearland,BRAZORIA,200
Kagan Pediatrics,10905 Memorial Hermann Dr Ste 109 Pearland,,BRAZORIA,100
Kelsey-Seybold Clinic - Pearland,2515 Business Center Dr,Pearland,BRAZORIA,"2,000"
Memorial Hermann Medical Group Pearland,10907 Memorial Hermann Dr,Pearland,BRAZORIA,100
Neighbors Emergency Center - Pearland,11130 Broadway St.,Pearland,BRAZORIA,300
Next Level Urgent Care Pearland,8325 Broadway St Ste 220,Pearland,BRAZORIA,100
Pearland Family Health Center-061819,2552 Broadway St # 102,Pearland,BRAZORIA,100
Pearland Integrative Family Medicine Clinic,9804 Broadway St,Pearland,BRAZORIA,100
Randalls Pharmacy 1858,10228 Broadway,Pearland,BRAZORIA,100
Rxsim,6302 Broadway Street Suite,Pearland,BRAZORIA,300
Sams Club Pharmacy 4843,15800 South Fwy,Pearland,BRAZORIA,100
Shadow Creek Pharmacy,11710 Broadway St,Pearland,BRAZORIA,100
Silverlake Pediatric Clinic,9721 Broadway St,Pearland,BRAZORIA,100
SURGE RX,4320 BROADWAY,Pearland,BRAZORIA,100
Walgreens Pharmacy 03660,3287 Broadway St,Pearland,BRAZORIA,100
Walgreens Pharmacy 06584,8430 Broadway St,Pearland,BRAZORIA,100
Walgreens Pharmacy 07459,1515 BROADWAY ST # 210,Pearland,BRAZORIA,100
Walgreens Pharmacy 07534,6122 Broadway St,Pearland,BRAZORIA,100
Walgreens Pharmacy 10477,11633 Shadow Creek Pkwy,Pearland,BRAZORIA,100
Sweeny Community Hospital,305 N Mckinney St,Sweeny,BRAZORIA,400
Walgreens Pharmacy 12052,100 E Brazos Ave,West Columbia,BRAZORIA,100
Brazos County Health And Wellness,300 E Wm J Bryan Pkwy Ste 200,Bryan,BRAZOS,100
Brookshires Pharmacy 1004,210 N Main St,Bryan,BRAZOS,200
Chi St Joseph Primary Austins Colony,2410 Boonville Rd,Bryan,BRAZOS,300
Chi St Joseph Primary Care 29th,2210 E 29th St,Bryan,BRAZOS,300
Chi St Joseph Primary Care University Dr,3201 University Dr E Ste 425,Bryan,BRAZOS,200
Lhd Brazos County Health District (Re),201 N Texas Ave,Bryan,BRAZOS,300
Oben Pharmacy Group Dba GoldStar Long Term Care Pharmac4500 Carter Creek Parkway,,Bryan,BRAZOS,200
St Joseph Hospital (Meditech),2801 Franciscan Dr,Bryan,BRAZOS,100
Texas A&M Health Family Care Clinic,2900 E 29th St,Bryan,BRAZOS,500
THE PHYSICIANS CENTRE HOSPITAL,3131 University Dr E,Bryan,BRAZOS,200
Baylor Scott & White Medical Center - College Station,700 Scott And White Dr,College Station,BRAZOS,"2,000"
Chi St Joseph Primary Care-Barron Rd,4007 Victoria Ave,College Station,BRAZOS,100
Chi St. Joseph Primary Care-Wd Fitch,2849 Barron Rd,College Station,BRAZOS,100
Scott And White Pediatric Clinic University Dr,1700 University Dr E,College Station,BRAZOS,100
Texas A And M University Student Health Center,311 Houston St,College Station,BRAZOS,100
Big Bend Regional Health Center,2600 Highway North 118,Alpine,BREWSTER,100
Dshs Phr 9/10 Alpine,205 N Cockrell St,Alpine,BREWSTER,100
Family Health Services Of Alpine,1605 N STATE HIGHWAY 118 STE B,Alpine,BREWSTER,200
Marfa Community Health Clinic,406 S Summer st,Marfa,BREWSTER,200
"Falfurrias Family Clinic, Pllc",1204 S Saint Marys St,Falfurrias,BROOKS,100
Accelhealth Brownwood,3804 Highway 377 S,Brownwood,BROWN,100
Hendrick Medical Center Brownwood,1501 Burnett Rd,Brownwood,BROWN,"3,000"
Jacobs Family Pharmacy,2701 Austin Ave,Brownwood,BROWN,100
Lhd Brownwood-Brown County Health Department (Re),510 E Lee St,Brownwood,BROWN,400
United Pharmacy 554,300 E Commerce St,Brownwood,BROWN,300
Burleson St Joseph Health Center,1101 Woodson Dr,Caldwell,BURLESON,100
"JLyle Medical Clinic, PLLC",501 North Stone Street,Caldwell,BURLESON,100
Healthpoint Somerville,600 Memory Lane,Somerville,BURLESON,100
Seton Highland Lakes Burnet Clinic,200 John W Hoover Pkwy,Burnet,BURNET,500
"Family Wellness Center, P.A.",2300 U S Hwy 281 N,Marble Falls,BURNET,100
Lscc Family Care Center At Marble Falls,802 Avenue J,Marble Falls,BURNET,100
National Nephrology Associates Marble Falls,802 Steve Hawkins Parkway,Marble Falls,BURNET,100
BJP healthcare llc,1724 S colorado street,Lockhart,CALDWELL,100
Heb Pharmacy 445,403 S Colorado St,Lockhart,CALDWELL,100
Lockhart Family Medicine,1009 W San Antonio St,Lockhart,CALDWELL,100
Walgreens Pharmacy 11131,200 S Colorado St,Lockhart,CALDWELL,100
"DIsmukesRx, LLC",511 East Davis Street,Luling,CALDWELL,100
Seton Edgar B Davis Hospital,130 Hays St,Luling,CALDWELL,100
Heb Pharmacy 434,101 Calhoun Plz,Port Lavaca,CALHOUN,100
Port Lavaca Clinic Associates P.A.,1200 N Virginia St,Port Lavaca,CALHOUN,100
Walgreens Pharmacy 12494,1302 N Virginia St,Port Lavaca,CALHOUN,100
United Pharmacy 578,505 S Access Rd W,Clyde,CALLAHAN,200
Advanced Urgent Care of Brownsville,1460 N Expressway77/83,Brownsville,CAMERON,100
Brownsville Pharmacy #3 L.L.C,800 E. Alton Gloor Blvd Brownsville,Brownsville,CAMERON,100
"Brownsville Pharmacy 2, LLC",1365 E. Ruben Torres Blvd,Brownsville,CAMERON,100
Brownsville Pharmacy 4,3503 Boca Chica Blvd.,Brownsville,CAMERON,100
Carlos Rosas MD PA,704 Paredes Line Rd Ste A,Brownsville,CAMERON,100
City of Brownsville Fire Department,62 E Alton Gloor,Brownsville,CAMERON,100
HEART INSTITUTE OF BROWNSVILLE,213 Heart Dr,Brownsville,CAMERON,100
Ronaldo Factoriza Md,680 Paredes Line Rd,Brownsville,CAMERON,100
S Texas Cancer Ctr Brownsville,2150 N Expressway 83,Brownsville,CAMERON,100
Valley Baptist Medical Center Brownsville,1040 W Jefferson St,Brownsville,CAMERON,"1,000"
"Valley Doctors Clinic Of Brownsville, PLLC",2300 Central Blvd,Brownsville,CAMERON,100
Valley Regional Medical Center,100A E. Alton Gloor,Brownsville,CAMERON,500
DIANA LOZANO MD PA,5505 S Expressway 77,Harlingen,CAMERON,100
Friendly Neighborhood Health Clinic Pllc,617 E Loop 499,Harlingen,CAMERON,100
Garcia's Pharmacy LLC,101 S Stuart Place Rd,Harlingen,CAMERON,300
Harlingen Pharmacy LLC,1616 N Ed Carey Drive,Harlingen,CAMERON,100
Palms Behavioral Health,613 Victoria Ln,Harlingen,CAMERON,200
S Texas Cancer Ctr Harlingen,2121 Pease St Ste,Harlingen,CAMERON,100
Salinas Pharmacy,1022 South F St.,Harlingen,CAMERON,100
Su Clinica Women's Health Center- Harlingen,1706 Treasure Hills Blvd,Harlingen,CAMERON,100
TEXAS DEPARTMENT OF STATE HEALTH SERVICES,601 W.SESAME DRIVE,Harlingen,CAMERON,"3,510"
W & W Medical Consulting,1821 Sesame Square,Harlingen,CAMERON,100
Fry's Prescription Pharmacy,311 N Sam Houston Blvd,San Benito,CAMERON,100
Salinas Pharmacy Inc,500 N Sam Houston Blvd,San Benito,CAMERON,100
The Medicine Shoppe Pharmacy,"205 W, Hwy 77",San Benito,CAMERON,100
"Emergence Medicine, PA",3401 Padre BLVD,South Padre Island,CAMERON,100
Ut Health Pittsburg Hospital,2701 Us Highway 271 N,Pittsburg,CAMP,200
Panhandle Family Care Llc,102 Us Highway 60,Panhandle,CARSON,200
Christus St. Michael Hospital - Atlanta,1007 S William St,Atlanta,CASS,100
East Texas Border Health Clinic dba Genesis PrimeCare - Atlan1011 S William Street,,Atlanta,CASS,300
"Powers Pharmacy No. 1,Inc.",702 W. Houston St.,Linden,CASS,100
Medical Center Of Dimmitt,300 W Halsell St,Dimmitt,CASTRO,200
Bayside Clinic,621 S. Ross Sterling,Anahuac,CHAMBERS,200
Bayside Community Hospital,Po Box 398,Anahuac,CHAMBERS,200
West Chambers Medical Clinic,9825 Eagle Dr,Baytown,CHAMBERS,100
Brookshires Pharmacy 7,272 N. Marcus,Alto,CHEROKEE,100
AN&U Inc,1729 S Jackson St,Jacksonville,CHEROKEE,200
Brookshires Pharmacy 17,210 E Cherokee St,Jacksonville,CHEROKEE,100
Christus Mother Frances Hospital - Jacksonville,2026 S Jackson St,Jacksonville,CHEROKEE,100
Walgreens Pharmacy 21249,1329 S Jackson St,Jacksonville,CHEROKEE,100
