Provider_Name,Address,City,County,Doses_W9
University Medical Center of El Paso,4815 Alameda Ave,El Paso,EL PASO,"6,825"
Baylor Scott And White Medical Center - Waxahachie,2400 N. I-35e,Waxahachie,ELLIS,"2,500"
Falls Community Hospital & Clinic,322 Coleman St,Marlin,FALLS,975
Tmc Bonham Hospital,504 Lipscomb St,Bonham,FANNIN,975
LHD FORT BEND COUNTY HEALTH DEPARTMENT (HHS) (RE),4520 Reading Rd,Rosenberg,FORT BEND,"6,825"
University Of Texas Medical Branch Hospital,301 University Blvd,Galveston,GALVESTON,"4,875"
LHD Galveston County Health District (RE),9850 B Emmett F Lowry EXpy,Texas City,GALVESTON,"1,000"
Hill Country Memorial Hospital,1020 S State Highway 16,Fredericksburg,GILLESPIE,"1,200"
CHRISTUS Good Shepherd Medical Center Longview,700 E Marshall Ave,Longview,GREGG,"2,925"
Chi St Lukes Health,6720 Bertner Ave,Houston,HARRIS,"1,950"
HCPH Main Office,2223 West Loop South,Houston,HARRIS,"9,000"
Houston Health Department Immunization Bureau,8000 N Stadium Dr,Houston,HARRIS,"9,000"
Houston Methodist Hospital,6565 Fannin St,Houston,HARRIS,"12,675"
Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,"3,900"
School Of Nursing - Main Building,1851 Crosspoint Ave.,Houston,HARRIS,"3,900"
Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,"1,950"
DHR Health,5501 South McColl Road,Edinburg,HIDALGO,"6,825"
Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO,"6,000"
Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,975
UTHEALTH RGV Family Health,2810 W. Expressway 83,Mercedes,HIDALGO,975
Jefferson County Immunization Clinic,7933 Viterbo Rd Ste 100,Beaumont,JEFFERSON,"11,000"
Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,975
Cleburne Fire Department,114 W. Wardville Dr.,Cleburne,JOHNSON,"1,000"
Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,975
Kleberg County Sheriff's Office,1500 East King,Kingsville,KLEBERG,"1,000"
La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE,975
Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR,"1,000"
"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,975
Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,"5,000"
Eagle Pass Fire Department,2558 El Indio Hwy,Eagle Pass,MAVERICK,"1,200"
Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,"1,500"
Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,"1,950"
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,"4,875"
CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,Conroe,MONTGOMERY,"1,950"
Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY,"2,000"
LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,"1,500"
Driscoll Health System,3533 S. Alameda,Corpus Christi,NUECES,975
LHD Corpus Christi-Nueces County Public Health District (RE) 1702 Horne Road,,Corpus Christi,NUECES,"5,000"
Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,"1,950"
LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER,"5,000"
Pecos Valley Rural Health Clinic,2335 S Pigman St,Pecos,REEVES,975
Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,"1,950"
UT Health Science Center Tyler,11937 Us Highway 271,Tyler,SMITH,"1,950"
Arlington Fire Department,620 W Division St.,Arlington,TARRANT,"7,000"
Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,"9,000"
Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT,"9,750"
Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR,975
Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,"1,950"
Austin Public Health,15 Waller Street,Austin,TRAVIS,"12,000"
Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,"2,950"
Uvalde Memorial Hospital,1025 Garner Field Rd.,Uvalde,UVALDE,975
Victoria County Public Health Department,2805 N Navarro,Victoria,VICTORIA,"2,000"
Washington County Ems,1875 Highway 290 W,Brenham,WASHINGTON,"3,000"
City Of Laredo Health Department,2600 Cedar Ave,Laredo,WEBB,"5,000"
Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,"8,000"
Lytle Community Health Center,19010 Priest BLVD,Lytle,ATASCOSA,100
Atascosa Health Center Inc.,310 W Oaklawn Rd,Pleasanton,ATASCOSA,100
HEB Pharmacy 411,219 W Oaklawn Rd,Pleasanton,ATASCOSA,100
Kings Medicine,809 N Bryant St,Pleasanton,ATASCOSA,200
DSHS Bellville Clinic,602 E Hacienda St,Bellville,AUSTIN,200
Lscc Bastrop Hlth Cl Wmn Wlns,605 Old Austin Hwy,Bastrop,BASTROP,100
DSHS Elgin,218 S Main St,Elgin,BASTROP,100
Lone Star Circle Of Care At Temple,2112 Sw H K Dodgen Loop Ste 110,Temple,BELL,100
Centromed Family First Clinic,9135 Schaefer Rd,Converse,BEXAR,100
Centro Med Santa Rosa Clinic,315 N San Saba Ste 103,San Antonio,BEXAR,100
Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,San Antonio,BEXAR,100
Dshs HSR 8 Hq - San Antonio (Re),7430 Louis Pasteur Dr,San Antonio,BEXAR,500
Wellmed at Southwest Military,517 SW Military,San Antonio,BEXAR,400
Wellmed General Mc Mullen,448 Castroville Rd.,San Antonio,BEXAR,400
Wellmed Ingram,6157 NW Loop 410,San Antonio,BEXAR,400
Dshs Meridian,409 South Hill,Meridian,BOSQUE,200
Women's And Children's Health Center- 061736,218 E House St,Alvin,BRAZORIA,100
Brazoria County Health Department,434 E Mulberry St,Angleton,BRAZORIA,"2,000"
Texas Department of Criminal Justice CLEMENS,11034 Hwy 36,Brazoria,BRAZORIA,100
Freeport Community Health Network- 061447,905 N Gulf Blvd Ste 100,Freeport,BRAZORIA,100
Pearland Family Health Center-061819,2552 Broadway St # 102,Pearland,BRAZORIA,100
Lhd Brazos County Health District (Re),201 N Texas Ave,Bryan,BRAZOS,100
Community Action Health Center- Brooks,1302 S St Marys St Ste A,Falfurrias,BROOKS,100
Lhd Brownwood-Brown County Health Department (Re),510 E Lee St,Brownwood,BROWN,400
Lscc Family Care Center At Marble Falls,802 Avenue J,Marble Falls,BURNET,100
Dshs Lockhart,1403f Blackjack St,Lockhart,CALDWELL,300
"DIsmukesRx, LLC",511 East Davis Street,Luling,CALDWELL,200
Seton Edgar B Davis Hospital,130 Hays St,Luling,CALDWELL,200
Su Clinica Familiar - Brownsville,105 E Alton Gloor Blvd,Brownsville,CAMERON,100
TEXAS DEPARTMENT OF STATE HEALTH SERVICES,601 W.SESAME DRIVE,Harlingen,CAMERON,500
Wellmed Central Park,509 South Expressway 83,Harlingen,CAMERON,400
Chs Stanford House - Los Fresnos,33918 Stanford Rd,Los Fresnos,CAMERON,100
Brookshires Pharmacy 7,272 N. Marcus,Alto,CHEROKEE,100
Brookshires Pharmacy 17,210 E Cherokee St,Jacksonville,CHEROKEE,100
LHD Cherokee County Health Department (RE),803 College Ave,Jacksonville,CHEROKEE,300
Brookshires Pharmacy 22,425 N Main St,Rusk,CHEROKEE,100
Colorado County EMS,305 Radio Lane,Columbus,COLORADO,200
Centromed Pediatric Clinic,1034 W County Line Rd,New Braunfels,COMAL,100
Comal County Public Health Office (Re),1297 Church Hill Drive,New Braunfels,COMAL,"2,000"
Concho County Hospital,614 Eaker Street,Eden,CONCHO,200
Cooke County Medical Center,801 N Grand Ave Ste 1,Gainesville,COOKE,100
DSHS Gainesville,1714 Justice Center Blvd,Gainesville,COOKE,100
North Texas Medical Center,1900 Hospital Blvd,Gainesville,COOKE,300
Tom Thumb Pharmacy 2557,200 N Grand Ave,Gainesville,COOKE,100
Muenster Memorial Hospital,PO Box 370,Muenster,COOKE,200
Foremost Family Hlth Ctr Balch Springs,3515 Shepherd Ln,Balch Springs,DALLAS,100
"Bluebonnet Hospice of East Texas, Inc",6400 Maple Ave,Dallas,DALLAS,200
Cooper Clinic,12200 Preston Rd,Dallas,DALLAS,200
Dougherty's Pharmacy,5959 Royal Ln Ste 515,Dallas,DALLAS,400
Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,DALLAS,975
Parkland Health And Hospital/Homes,4811 Harry Hines Blvd.,Dallas,DALLAS,100
Wellmed at Redbird Square,3107 Camp Wisdom Rd,Dallas,DALLAS,400
Grand Prairie Fire Department,"1525 arkansas ln, 3rd floor",Grand Prairie,DALLAS,"1,000"
Kroger Pharmacy 429,2201 W Grauwyler Rd,Irving,DALLAS,200
Kroger Pharmacy 517,160 N. Coit,Richardson,DALLAS,200
Health Services Of North Texas,4304 Mesa Dr,Denton,DENTON,100
Kroger Pharmacy 570,5021 Teasley Ln,Denton,DENTON,100
Community Action Health Center - Duval,115 W Main St,Benavides,DUVAL,100
Dshs Phr 9 /10 Hq - El Paso (Re),401 E Franklin Ave Ste 210,El Paso,EL PASO,500
The Hospitals of Providence Memorial Campus,2001 N Oregon St,El Paso,EL PASO,"1,000"
Wellmed Kenworthy,9999 Kenworthy,El Paso,EL PASO,400
Wellmed Murchison,1810 Murchison,El Paso,EL PASO,400
Wellmed Remcon,7430 Remcon Circle,El Paso,EL PASO,400
Wellmed Trawood,2260 Trawood,El Paso,EL PASO,400
HEB Pharmacy 107,101 S Clay St,Ennis,ELLIS,100
Brookshires Pharmacy 69,1400 E Main St,Midlothian,ELLIS,100
Brookshires Pharmacy 108,102 E OVILLA ROAD,Red Oak,ELLIS,100
Heb Pharmacy 426,800 N Hwy 77,Waxahachie,ELLIS,200
Convenient Care Family Medicine,2216 West Washington,Stephenville,ERATH,500
Brookshires Pharmacy 54,2228 Island Byu,Bonham,FANNIN,100
Foard County Clinic,200 North 1st Street,Crowell,FOARD,100
Fort Bend County Clinical Health Services - Missouri City,307 Texas Parkway,Missouri City,FORT BEND,100
Fort Bend Family Health Center Access Health,400 Austin St,Richmond,FORT BEND,100
Texas Department of Criminal Justice Vance,2 Jester Rd.,Richmond,FORT BEND,100
Seminole Memorial Hospital,209 Nw 8th St,Seminole,GAINES,200
Coastal Health & Wellness,9850 Emmett F. Lowry Expressway,Texas City,GALVESTON,200
Texoma Medical Center- Hospital Patients,5016 S Us Highway 75,Denison,GRAYSON,700
Brookshires Pharmacy 127,11205 N State Hwy 289,Pottsboro,GRAYSON,100
Grayson County Health Department-Sherman,515 North Walnut St.,Sherman,GRAYSON,400
Wellness Pointe-Kilgore 040545,1711 S Henderson Blvd Ste 400,Kilgore,GREGG,100
Wellness Pointe - Pinetree,1761 W Loop 281,Longview,GREGG,100
Paris Pediatric Clinic,3150 Clarksville St,Paris,GREGG,100
City of Schertz EMS,1400 Schertz Parkway,Schertz,GUADALUPE,200
Kellum Family Medicine,3401 Fm 3009,Schertz,GUADALUPE,200
Dshs Seguin,312 S Saunders,Seguin,GUADALUPE,100
Guadalupe Regional Medical Center,1215 E Court,Seguin,GUADALUPE,400
HEB Pharmacy 716,1340 E Court St,Seguin,GUADALUPE,100
Lhd Plainview-Hale Co Health Dist (Re),111 E 10th St,Plainview,HALE,400
Family Practice Rural Health Clinic,303 N Brown St,Hamilton,HAMILTON,100
HICO CLINIC,104 Walnut,Hico,HAMILTON,100
Hansford County Hospital District (Hospital),707 Roland St,Spearman,HANSFORD,100
Acres Home Health Center,818 Ringold St,Houston,HARRIS,500
Avenue 360 Health And Wellness South Central,4405 Griggs Rd,Houston,HARRIS,100
Ben Taub General Hospital,1504 Taub Loop,Houston,HARRIS,"1,400"
COH Northside Health Center,8504 Schuller,Houston,HARRIS,600
Dshs Hsr 6/5s Hq - Houston (Re),5425 Polk St Ste 420,Houston,HARRIS,"1,000"
Gulfgate Health Center,7550 Office City Drive,Houston,HARRIS,500
Hope Clinic West,12121 Westheimer Rd,Houston,HARRIS,100
Ibn Sina Community,5012 North Shepherd Dr,Houston,HARRIS,200
La Nueva Casa De Amigos Health Center,1809 N Main St,Houston,HARRIS,400
Lbj Hospital - Harris County Hospital District,5656 Kelley St,Houston,HARRIS,"1,400"
Legacy Santa Clara,5616 Lawndale Ave,Houston,HARRIS,100
Lone Star Circle Of Care At The University Of Houston,4849 Calhoun Road,Houston,HARRIS,100
Settegast Health Center,9105 N Wayside Dr,Houston,HARRIS,400
Sharpstown Health Services,6201 Bonhomme,Houston,HARRIS,600
St Joseph Medical Center,1401 St Joseph Pkwy,Houston,HARRIS,400
Sunnyside Health Center,4605 Wilmington St,Houston,HARRIS,600
Texas Wellmed Clinic Pllc,12246 Queenston Blvd,Houston,HARRIS,400
Walgreens Pharmacy 03661,6768 Highway 6 S,Houston,HARRIS,200
Walgreens Pharmacy 06182,15111 Wallisville Rd,Houston,HARRIS,200
Walgreens Pharmacy 06907,6600 Airline Dr,Houston,HARRIS,200
Walgreens Pharmacy 11465,3822 Old Spanish Trl,Houston,HARRIS,200
Wellmed East Alief,9380 W Sam Houston Pkwy,Houston,HARRIS,400
Ibn Sina Community Clinic,15132 Old Galveston,Webster,HARRIS,200
Marshall-Harrison County Health District (Re),805 Lindsey Dr,Marshall,HARRISON,400
The Drug Store,100 S Avenue E,Haskell,HASKELL,100
"First Medical Response of Texas, Inc",854 Wild Rose Drive,Austin,HAYS,900
Brookshire's Pharmacy 011,807 E Tyler St,Athens,HENDERSON,100
Family Circle Of Care Athens,1001 N Palestine St,Athens,HENDERSON,100
Medical Associates Of Athens,115 Medical Cir Ste 108,Athens,HENDERSON,100
Brookshires Pharmacy 84,703 HWY 31 E,Chandler,HENDERSON,100
Brookshires Pharmacy 68,210 S Seven Points Dr,Kemp,HENDERSON,100
Brookshires Pharmacy 064,1200 S 3rd St,Mabank,HENDERSON,100
Cedar Creek Wellness Group,1837 W Main St,Mabank,HENDERSON,100
Nuestra Clinica Del Valle - Edcouch,1518 Santa Rosa Ave,Edcouch,HIDALGO,100
Texas Department of Criminal Justice Lopez,1203 El Cibolo Rd.,Edinburg,HIDALGO,100
"TURTLE HEALTHCARE GROUP, LLC",720 E DOVE AVE,McAllen,HIDALGO,100
Wellmed Crossroads,1301 E Fern,McAllen,HIDALGO,400
Wellmed Weslaco,1001 James St,Weslaco,HIDALGO,400
Granbury Hood County EMS Inc,2200 Commercial Ln,Granbury,HOOD,500
Brookshire's Pharmacy 013,809 Gilmer Rd.,Sulphur Springs,HOPKINS,100
Walgreens Pharmacy 11910,1130 S Broadway St,Sulphur Springs,HOPKINS,100
Howard County Community Health Center,1300 S Gregg St,Big Spring,HOWARD,100
Project Vida Health Center,561 S. Knox,Fort Hancock,HUDSPETH,200
Brookshires Pharmacy 52,1603 Culver St,Commerce,HUNT,100
Brookshires Pharmacy 74,6410 Wesley St,Greenville,HUNT,100
Hunt Regional Medical Center,4215 Joe Ramsey Blvd E,Greenville,HUNT,500
Super 1 Pharmacy 615,4811 Wesley St,Greenville,HUNT,100
Brookshires Pharmacy 87,8929 State Highway 34 S,Quinlan,HUNT,100
"Borger Pharmacy, LLC",524 W. 10th,Borger,HUTCHINSON,200
Texas Department of Criminal Justice GOODMAN,349 Private Road 8430,Jasper,JASPER,100
Gateway Community Health Center Inc. - Hebbronville,473 State Highway 285,Hebbronville,JIM HOGG,100
Burleson Public Health Authority,828 sw alsbury,Burleson,JOHNSON,"1,000"
HEB Pharmacy 16,165 Nw John Jones Dr,Burleson,JOHNSON,300
HEB Pharmacy 679,600 W Henderson St,Cleburne,JOHNSON,200
Texas Department of Criminal Justice ESTES,1100 Highway 1807,Venus,JOHNSON,100
Karnes County Family Residential Center,409 FM 1144,Karnes City,KARNES,100
Brookshires Pharmacy 89,427 PINSON ROAD,Forney,KAUFMAN,100
Brookshires Pharmacy 035,2235 S Washington St,Kaufman,KAUFMAN,100
Brookshires Pharmacy 023,1400 W. Moore St.,Terrell,Kaufman,100
Terrell Fire Department,201 East Nash Street,Terrell,KAUFMAN,500
City of Boerne,124 Old San Antonio Rd,Boerne,KENDALL,400
Kendall County EMS,1175 N MAIN,Boerne,KENDALL,200
DSHS Kerrville,819 Water St Ste 290,Kerrville,KERR,600
Frontera Healthcare Network-Junction,509 College St,Junction,KIMBLE,100
Paris Regional Medical Center,865 Deshong Dr,Paris,LAMAR,"1,000"
Lamb Healthcare Center,1500 S Sunset Ave,Littlefield,LAMB,100
Sudan Medical Clinic,408 E US Hwy 84,Sudan,LAMB,100
Dshs Centerville,529 Lassater,Centerville,LEON,200
Community Health Center Of Lubbock - Lubbock 2,1610 5th St,Lubbock,LUBBOCK,100
Dshs Phr 1 Hq - Lubbock (Re),6302 Iola Ave,Lubbock,LUBBOCK,500
Brookshires Pharmacy 1005,810 S State St,Madisonville,MADISON,100
Brookshires Pharmacy 30 - Madisonville,403 E Main St,Madisonville,MADISON,100
Martin County Hospital District,600 Interstate 20 East,Stanton,MARTIN,200
Frontera Healthcare Network Mason Clinic,216 E College,Mason,MASON,200
Frontera Healthcare-Brady,2205 S Bridge St Ste 300,Brady,MCCULLOCH,200
Heb Pharmacy 424,609 19th St,Hondo,MEDINA,200
Medina Regional Hospital,3100 Avenue E,Hondo,MEDINA,200
Frontera Clinic-Menard,119 S. Ellis,Menard,MENARD,100
LHD MILAM CO HEALTH DEPT (RE),209 S. Houston Ave,Cameron,MILAM,300
Brookshires Pharmacy 19 - Rockdale,725 W Cameron Ave,Rockdale,MILAM,100
"Mcmahan Pharmacy Services, Inc.",1503 W Front St,Goldthwaite,MILLS,100
Texas Department of Criminal Justice WALLACE,1675 South FM 3525,Colorado City,MITCHELL,100
Montgomery County Phd,1300 S Loop 336 W,Conroe,MONTGOMERY,"2,000"
Moore County Family Health Clinic,110 S Bliss Ave,Dumas,MOORE,200
East Texas Community Health Services,1309 S. University Dr.,Nacogdoches,NACOGDOCHES,100
Kroger Pharmacy 990,1215 North St,Nacogdoches,NACOGDOCHES,100
memorial family medicine,1002 north mound street,Nacogdoches,NACOGDOCHES,200
Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,NACOGDOCHES,500
Nacogdoches Memorial Hospital Professional Group,1023 North Mound Street,Nacogdoches,NACOGDOCHES,200
Amistad Community Health Center,1533 S Brownlee Blvd Ste 100,Corpus Christi,NUECES,100
HEB Pharmacy 57,1145 Waldron Rd,Corpus Christi,NUECES,100
Wellmed Morgan,2922 Morgan Avenue,Corpus Christi,NUECES,400
Wellmed Northwest,13725 Northwest Blvd,Corpus Christi,NUECES,400
Wellmed Wooldridge,5846 Wooldridge,Corpus Christi,NUECES,400
Brookshires Pharmacy 21,1253 W Church St,Livingston,POLK,400
Brookshires Pharmacy 71,14981 Old Trinity Rd,Onalaska,POLK,100
Regence Health Network - Ross,3113 Ross St,Amarillo,POTTER,100
Brookshires Pharmacy 4,959 East Us Hwy 69,Emory,RAINS,100
Dshs Canyon,3407 Pony Express Way,Amarillo,RANDALL,100
Reagan Memorial Hospital,1300 N. Main Street,Big Lake,REAGAN,100
Canyon Health Center,700 Frio St.,Camp Wood,REAL,200
DSHS Clarksville,308 N Cedar St,Clarksville,RED RIVER,200
United Pharmacy 663,2783 S Cedar,Pecos,REEVES,100
Woodsboro Medical Clinic,120 Wood Ave,Woodsboro,REFUGIO,100
Brookshires Pharmacy 13 - Hearne,400 W 2nd St,Hearne,ROBERTSON,100
Wilson Drug,118 W 4th St,Hearne,ROBERTSON,100
Rockwall Fire Department,305 E. Boydstun Ave.,Rockwall,ROCKWALL,500
Heb Pharmacy 333,101 E Goodnight Ave,Aransas Pass,SAN PATRICIO,100
Walgreens Pharmacy 10680,2702 W Wheeler Ave,Aransas Pass,SAN PATRICIO,100
Wellmed Portland,2413 Memorial Pkwy,Portland,SAN PATRICIO,400
Community Action Health Center,621 E Sinton St,Sinton,SAN PATRICIO,200
Lhd San Patricio Co Dept Of Health (Re),313 N. Rachal,Sinton,SAN PATRICIO,300
Baylor Scott and White Healthcare,2005 W. Wallace,San Saba,SAN SABA,100
Schleicher County Family Clinic,100 N Us Highway 277,Eldorado,SCHLEICHER,200
DSHS PHR 4/5N HQ - Tyler (RE),2521 W Front St,Tyler,SMITH,500
Tyler Family Circle Of Care - Tyler - 214 E. Houston,214 E Houston St,Tyler,SMITH,100
Tyler Family Circle Of Care - Tyler - 928 N. Glenwood,928 N Glenwood Blvd,Tyler,SMITH,100
Starr County Memorial Hospital,128 N FM 3167,Rio Grande City,STARR,"1,000"
Dshs Hsr 2/3 Hq - Arlington (Re),1301 S Bowen Rd,Arlington,TARRANT,"1,000"
Kroger Pharmacy 543,945 W. Lamar Blvd.,Arlington,TARRANT,300
Kroger Pharmacy 592,5101 W Sublett Rd,Arlington,TARRANT,600
Kroger Pharmacy 530,1653 Basswood Blvd,Fort Worth,TARRANT,200
Metropolitan Area EMS Authority,2900 Alta Mere Drive,Fort Worth,TARRANT,400
Northside Community Health Center,2332 Beverly Hills Dr.,Fort Worth,TARRANT,100
Titus Regional Medical Center,2001 North Jefferson,Mount Pleasant,TITUS,"1,000"
La Esperanza Clinic Inc,1610 S Chadbourne St,San Angelo,TOM GREEN,200
"La Esperanza Clinic,Inc.",35 E 31st St,San Angelo,TOM GREEN,300
Austin Public Safety Wellness Center,517 S Pleasant Valley Rd,Austin,TRAVIS,500
CommCommunitycare-Care Connection Clinic,3706 S 1st St,Austin,TRAVIS,100
Communitycare Arch,500 E 7th St,Austin,TRAVIS,200
Communitycare David Powell Clinic,4614 N Interstate 35,Austin,TRAVIS,200
Communitycare- Hancock,1000 E.41st,Austin,TRAVIS,200
Communitycare North Central,1210 W Braker Ln,Austin,TRAVIS,200
Communitycare Oak Hill,8656 W Highway 71 Bldg A Ste C,Austin,TRAVIS,100
Communitycare Rundberg,825 E Rundberg Ln Ste B1,Austin,TRAVIS,100
Communitycare- South Austin,2529 S 1st St,Austin,TRAVIS,100
Communitycare South East Health And Wellness Clinic,2901 Montopolis Dr,Austin,TRAVIS,100
Lone Star Circle Of Care At Collinfield,8913 Collinfield Dr Unit 1,Austin,TRAVIS,100
Lone Star Circle Of Care At El Buen Samaritano,7000 Woodhue Dr,Austin,TRAVIS,100
Lscc Fam Care Ctr Nw Fp,11111 Research Blvd Ste 320,Austin,TRAVIS,100
Texas Department Of Public Safety,5805 N Lamar Blvd,Austin,TRAVIS,500
Wellmed Ben White,706 W. Ben White Bldg. A,Austin,TRAVIS,400
Wellmed St. John,6406 N IH35,Austin,TRAVIS,400
Wellmed Pflugerville,2700 W Pecan Street,Pflugerville,TRAVIS,400
Tyler County Hospital Family Medical Clinic,104 N Beech St,Woodville,TYLER,700
Wellness Pointe/Gilmer 040509,602 Titus St Ste 130,Gilmer,UPSHUR,300
United Medical Centers,913 S Main St,Del Rio,VAL VERDE,200
Brookshires Pharmacy 032,880 E State Highway 243,Canton,VAN ZANDT,100
Brookshires Pharmacy 002,706 W Main St,Van,VAN ZANDT,200
DSHS Huntsville Clinic,2507 Lake Rd,Huntsville,WALKER,200
Huntsville Family Medicine - Huntsville 2,123 Medical Park Ln Ste A,Huntsville,WALKER,300
Texas Department of Criminal Justice BYRD,21 FM 247,Huntsville,WALKER,100
Texas Department of Criminal Justice ELLIS,1697 FM 980,Huntsville,WALKER,100
Brookshires Pharmacy 40,3523 1/2 Front St,Brookshire,WALLER,300
Ft Bend Family Hlth Ctr Accesshealth - Brookshire,533 Fm 359 S,Brookshire,WALLER,200
HEB Pharmacy 584,306 N Mechanic St,El Campo,WHARTON,200
Heb Pharmacy 233,1616 N Alabama Rd,Wharton,WHARTON,200
Electra Memorial Hospital,1207 S Bailey St,Electra,WICHITA,300
CLINICS OF NORTH TEXAS,501 Midwestern Pkwy E,Wichita Falls,WICHITA,100
LHD Wichita Falls-Wichita CO PH Dist (RE),1700 3rd Street,Wichita Falls,WICHITA,300
North Central Texas Comunity Healthcare Center,200 MLK JR BLVD,Wichita Falls,WICHITA,300
United Regional Health Care System,1600 11th Street,Wichita Falls,WICHITA,300
DSHS Vernon,1531 Cumberland St,Vernon,WILBARGER,300
Su Clinica - Raymondville,131 Fm 3168,Raymondville,WILLACY,100
Lone Star Circle Of Care At Cedar Park,1401 Medical Pkwy Ste 311 Bldg B,Cedar Park,WILLIAMSON,100
Lake Aire Med Ctr Sr Health Wellnes,2423 Williams Dr Ste 113,Georgetown,WILLIAMSON,100
Wellmed Leander,601 Crystal Falls Parkway,Leander,WILLIAMSON,400
Lscc Tamu Hlth Science Ctr Family Hlth,3950 N A W Grimes Blvd # 301,Round Rock,WILLIAMSON,100
Wcchd Round Rock,355 Texas Ave.,Round Rock,WILLIAMSON,"1,000"
Connally Memorial Family Practice - Floresville 1,6511 Us Highway 181 N Ste A,Floresville,WILSON,100
HEB Pharmacy 25,925 10th St,Floresville,WILSON,100
