Provider_Name,Address,City,County,Doses_W12
Memorial Hermann Memorial City Medical Center,921 Gessner Rd,Houston,HARRIS,"2,340"
School Of Nursing - Main Building,1851 Crosspoint Ave.,Houston,HARRIS,"7,020"
Lhd Hays County Health Department (Re),401 Broadway St Ste A,San Marcos,HAYS,"4,680"
DHR Health,5501 South McColl Road,Edinburg,HIDALGO,"8,190"
Lhd Hidalgo County Health Department (Re),1304 S 25th Ave,Edinburg,HIDALGO,"6,000"
Ut Health Rgv Employee Health Edinburg,1210 W Schunior St,Edinburg,HIDALGO,"1,170"
Jefferson County Immunization Clinic,7933 Viterbo Rd Ste 100,Beaumont,JEFFERSON,"11,000"
Christus Spohn Health System Alice,2500 E Main St,Alice,JIM WELLS,"1,170"
Cleburne Fire Department,114 W. Wardville Dr.,Cleburne,JOHNSON,"5,850"
Christus Spohn Health System Kleberg,1311 General Cavazos Blvd,Kingsville,KLEBERG,"1,170"
Kleberg County Sheriff's Office,1500 East King,Kingsville,KLEBERG,"1,000"
La Salle County Regional Health Authority,247 Mars Drive,Cotulla,LA SALLE,"1,170"
Lhd Paris-Lamar Co Health Dept (Re),400 W Sherman St,Paris,LAMAR,"1,000"
"Emergency Hospital Systems, LLC",300 E Crockett,Cleveland,LIBERTY,"1,170"
Lhd Lubbock City Health Dept (Re),806 18th St,Lubbock,LUBBOCK,"5,000"
Eagle Pass Fire Department,2558 El Indio Hwy,Eagle Pass,MAVERICK,"1,200"
Lhd Waco-Mclennan Co Phealth Dist (Re),225 W Waco Dr,Waco,MCLENNAN,"1,500"
Providence Health - Providence Health Center,6901 Medical Pkwy,Waco,MCLENNAN,"2,340"
Midland Memorial Hospital,400 Rosalind Redfern Grover Pkwy,Midland,MIDLAND,"5,850"
CHI ST LUKES HEALTH WOODLANDS HOSP,17200 ST LUKES WAY,Conroe,MONTGOMERY,"8,190"
Lone Star Family Health Center,605 S. Conroe Medical Dr,Conroe,MONTGOMERY,"2,500"
LHD Corsicana-Navarro Public Health District (RE),618 N Main,Corsicana,NAVARRO,"1,500"
Driscoll Health System,3533 S. Alameda,Corpus Christi,NUECES,"1,170"
LHD Corpus Christi-Nueces County Public Health District (RE),1702 Horne Road,Corpus Christi,NUECES,"5,000"
Parker County Hospital District,1130 Pecan Dr,Weatherford,PARKER,"2,340"
LHD Amarillo DOH,1000 Martin Rd,Amarillo,POTTER,"5,000"
Pecos Valley Rural Health Clinic,2335 S Pigman St,Pecos,REEVES,"1,170"
Lhd Nethealth (Re),815 N Broadway Ave,Tyler,SMITH,"3,510"
Tarrant Co Ph Imm Outreach,1101 S Main St Ste 1350,Fort Worth,TARRANT,"10,000"
Texas Health Medical Support,1100 Bridgewood,Fort Worth,TARRANT,"4,680"
Lhd Abilene-Taylor County Health Department (Re),850 N 6th St,Abilene,TAYLOR,"3,510"
Shannon Pharmacy,119 E. Beauregard Ave,San Angelo,TOM GREEN,"3,510"
Austin Public Health,15 Waller Street,Austin,TRAVIS,"12,000"
Ut Health Austin (Dell Medical School),1601 Trinity Avenue,Austin,TRAVIS,"9,360"
Uvalde Memorial Hospital,1025 Garner Field Rd.,Uvalde,UVALDE,"1,170"
Victoria County Public Health Department,2805 N Navarro,Victoria,VICTORIA,"2,000"
Washington County Ems,1875 Highway 290 W,Brenham,WASHINGTON,"3,000"
City Of Laredo Health Department,2600 Cedar Ave,Laredo,WEBB,"5,000"
Family Emergency Rooms Cedar Park,3620 E. WHITESTONE BLVD.,Cedar Park,WILLIAMSON,"6,000"
Kroger Pharmacy 431,325 E Spring St,Palestine,ANDERSON,100
Palestine Regional Medical Center,2900 S Loop 256,Palestine,ANDERSON,400
Sycamore Medical Clinic,1021 S Sycamore St,Palestine,ANDERSON,100
Lhd Andrews City-County Health Department (Re),208 Nw 2nd St,Andrews,ANDREWS,200
PAM SPECIALTY HOSPITAL OF LUFKIN,1201 W FRANK AVE,Lufkin,ANGELINA,100
Heb Pharmacy 562,1409 Highway 35 N,Rockport,ARANSAS,100
Walgreens Pharmacy 09205,1309 Highway 35 N,Rockport,ARANSAS,100
Eagle Pharmacy - Holiday,700 S. College Ave,Holliday,ARCHER,100
Claude Family Medical Clinic,201 Parks St,Claude,ARMSTRONG,100
Atascosa County EMS,915 Main St,Jourdanton,ATASCOSA,"1,000"
Lytle Community Health Center,19010 Priest BLVD,Lytle,ATASCOSA,200
Atascosa Health Center Inc.,310 W Oaklawn Rd,Pleasanton,ATASCOSA,200
Brookshires Pharmacy 39 - Bellville,720 S Front St,Bellville,AUSTIN,100
Medical Clinics Of Sealy,1036 N Circle Dr,Sealy,AUSTIN,100
Bandera Family Practice,1050 State Highway 16 S,Bandera,BANDERA,100
Medina Lake Clinic,146 Laurel Vista Dr,Pipe Creek,BANDERA,100
Bastrop Family Practice,275 Jackson St,Bastrop,BASTROP,100
Communitycare- Ob/Gyn Bastrop,301 Highway 71 W Ste 111,Bastrop,BASTROP,100
DSHS Bastrop,104 Loop 150 W,Bastrop,BASTROP,200
Lscc Bastrop Hlth Cl Wmn Wlns,605 Old Austin Hwy,Bastrop,BASTROP,100
ELGIN MEDICINE SHOP,199 us hwy 290 E,Elgin,BASTROP,100
Seymour Hospital Rural Health Clinic,201 Stadium Dr,Seymour,BAYLOR,100
Texas Department of Criminal Justice GARZA,4250 Hwy 202,Beeville,BEE,100
BAYLOR SCOTT AND WHITE HQ,2401 S 31st Street,Temple,BELL,"1,170"
"Alivio Health and Wellness, LLC",6136 Bandera Road,San Antonio,BEXAR,100
Centro Med La Paloma,7404 W Us Highway 90 Bldg 37,San Antonio,BEXAR,100
Centromed Indian Creek Clinic,5439 Ray Ellison Blvd,San Antonio,BEXAR,100
Centromed Palo Alto Clinic,9011 Poteet Jourdanton Fwy,San Antonio,BEXAR,100
Centromed Sap Main,730 N Main,San Antonio,BEXAR,100
Centromed South Park Clinic,6315 S Zarzamora St,San Antonio,BEXAR,100
Davila Pharmacy,1423 Guadalupe,San Antonio,BEXAR,200
Northeast Baptist Hospital,8811 Village,San Antonio,BEXAR,"1,170"
The University of Texas at San Antonio,One UTSA Circle,San Antonio,BEXAR,500
Wellmed Ingram,6157 NW Loop 410,San Antonio,BEXAR,"9,000"
Centromed Maria Flores Castro Clinic,7315 S. Loop 1604 W.,Somerset,BEXAR,100
North Blanco County Ems,105 Bill Watson Dr,Johnson City,BLANCO,300
Clifton Medical Clinic,201 Posey Ave,Clifton,BOSQUE,200
BRAZORIA COUNTY HEALTH DEPT ALVIN,260 GEORGE ST,Alvin,BRAZORIA,500
Brazoria County Health Department,434 E Mulberry St,Angleton,BRAZORIA,500
Utmb-Angleton Danbury Campus,132 E Hospital Dr,Angleton,BRAZORIA,"5,850"
Stephen F Austin Community Health Center Inc,905 N. Gulf Blvd,Freeport,BRAZORIA,"1,000"
Brazoria County Health Department-Lake Jackson,202 Peach St,Lake Jackson,BRAZORIA,500
"Brazoria County Health Dept., Pearland",2436 South Grand Blvd.,Pearland,BRAZORIA,500
"Cullen Care Pharmacy, Inc. d/b/a Pets & People Pharmacy",9215 Broadway St.,Pearland,BRAZORIA,100
Kelsey-Seybold Clinic - Pearland,2515 Business Center Dr,Pearland,BRAZORIA,"2,500"
Randalls Pharmacy 1858,10228 Broadway,Pearland,BRAZORIA,200
Texas Department of Criminal Justice DARRINGTON,59 Darrington Rd,Rosharon,BRAZORIA,300
Sweeny Community Hospital,305 N Mckinney St,Sweeny,BRAZORIA,500
Brookshires Pharmacy 1004,210 N Main St,Bryan,BRAZOS,200
CapRock Hospital,3134 Briarcrest Drive,Bryan,BRAZOS,200
Health Point Bcs,3370 S Texas Ave,Bryan,BRAZOS,100
Healthpoint Memorial,1301 Memorial Drive,Bryan,BRAZOS,100
Heb Pharmacy 644,1609 N Texas Ave,Bryan,BRAZOS,100
Baylor Scott & White Medical Center - College Station,700 Scott And White Dr,College Station,BRAZOS,"1,170"
Healthpoint Abc,1602 Rock Prairie Rd,College Station,BRAZOS,100
Dshs Phr 9/10 Alpine,205 N Cockrell St,Alpine,BREWSTER,100
Cogdell Clinic Briscoe County,701 Commerce St,Silverton,BRISCOE,100
Community Action Health Center- Brooks,1302 S St Marys St Ste A,Falfurrias,BROOKS,100
HEB Pharmacy 200,800 S Saint Marys St,Falfurrias,BROOKS,100
Lhd Brownwood-Brown County Health Department (Re),510 E Lee St,Brownwood,BROWN,400
Healthpoint Somerville,600 Memory Lane,Somerville,BURLESON,100
Lockhart Family Practice Center,2060 S Colorado St,Lockhart,CALDWELL,100
Walgreens Pharmacy 11131,200 S Colorado St,Lockhart,CALDWELL,100
Heb Pharmacy 434,101 Calhoun Plz,Port Lavaca,CALHOUN,100
Memorial Medical Center,815 N Virginia St,Port Lavaca,CALHOUN,200
Resourcecare Clinic Clyde,1712 N Access Rd,Clyde,CALLAHAN,100
Palms Behavioral Health,613 Victoria Ln,Harlingen,CAMERON,200
Solara Hospital,508 Victoria Lane,Harlingen,CAMERON,100
TEXAS DEPARTMENT OF STATE HEALTH SERVICES,601 W.SESAME DRIVE,Harlingen,CAMERON,"1,000"
Ut Health Pittsburg Hospital,2701 Us Highway 271 N,Pittsburg,CAMP,100
Panhandle Family Care Llc,102 Us Highway 60,Panhandle,CARSON,100
Christus St. Michael Hospital - Atlanta,1007 S William St,Atlanta,CASS,100
East Texas Border Health Clinic dba Genesis PrimeCare - Atla,1011 S William Street,Atlanta,CASS,100
"Powers Pharmacy No. 1,Inc.",702 W. Houston St.,Linden,CASS,100
Cerner Health Connections,9978 Farm Rd. 3129,Queen City,CASS,100
Medical Center Of Dimmitt,300 W Halsell St,Dimmitt,CASTRO,100
Brookshires Pharmacy 7,272 N. Marcus,Alto,CHEROKEE,100
Brookshires Pharmacy 17,210 E Cherokee St,Jacksonville,CHEROKEE,100
LHD Cherokee County Health Department (RE),803 College Ave,Jacksonville,CHEROKEE,300
Ut Health Jacksonville Hospital,501 S Ragsdale St,Jacksonville,CHEROKEE,100
Brookshires Pharmacy 22,425 N Main St,Rusk,CHEROKEE,100
Childress Regional Medical Center,901 Highway 83 North,Childress,CHILDRESS,100
Fox Rural Health Clinic,1001 Us Highway 83 N,Childress,CHILDRESS,100
Clay County Memorial Hospital,310 W South St,Henrietta,CLAY,200
Cochran Memorial Hospital,201 E Grant Ave Ste 100,Morton,COCHRAN,100
Coleman Medical Associates,310 S Pecos St Fl 2,Coleman,COLEMAN,100
OWL DRUG STORE,312 COMMERCIAL,Coleman,COLEMAN,100
Tom Thumb Pharmacy 3579,900 W Mcdermott Dr,Allen,COLLIN,100
Tom Thumb Pharmacy 2581,4848 Preston Rd,Frisco,COLLIN,100
Wellpath Healthcare Collin County Detention Facility,4300 Community Ave,McKinney,COLLIN,100
City of Plano,1901 K Avenue,Plano,COLLIN,"1,000"
Forest Gate Hospice,5045 Lorimar Dr,Plano,COLLIN,200
FRISCORX AND COMPOUNDING LLC,5933 Dallas Pkwy,Plano,COLLIN,100
Modern Health & Wellness,555 Republic Dr,Plano,COLLIN,100
Collingsworth Family Medicine,1011 15th St,Wellington,COLLINGSWORTH,100
Colorado County EMS,305 Radio Lane,Columbus,COLORADO,500
Centro Med Union Avenue,226 N Union Ave,New Braunfels,COMAL,100
Centromed Pediatric Clinic,1034 W County Line Rd,New Braunfels,COMAL,100
Comal County Public Health Office (Re),1297 Church Hill Drive,New Braunfels,COMAL,"2,000"
Comanche County Medical Center,10201 Highway 16,Comanche,COMANCHE,"1,170"
Concho County Hospital,614 Eaker Street,Eden,CONCHO,100
North Texas Medical Center,1900 Hospital Blvd,Gainesville,COOKE,"1,000"
Crane County Rural Health Clinic,1310 S Alford St,Crane,CRANE,100
Crosbyton Clinic Hosptital,710 W Main St,Crosbyton,CROSBY,100
Van Horn Rural Health Clinic,Eisenhower Rd Fm 2185,Van Horn,CULBERSON,100
Foremost Family Hlth Ctr Balch Springs,3515 Shepherd Ln,Balch Springs,DALLAS,100
Tom Thumb Pharmacy 1781,106 N Denton Tap Road,Coppell,DALLAS,100
Baylor Scott and White Institute for Rehabilitation,909 North Washington Avenue,Dallas,DALLAS,400
Clinica Mi Doctor,8112 Spring Valley Rd,Dallas,DALLAS,100
Cooper Clinic,12200 Preston Rd,Dallas,DALLAS,400
Dougherty's Pharmacy,5959 Royal Ln Ste 515,Dallas,DALLAS,500
First Baptist Medical Center Dallas,8111 Meadow Road,Dallas,DALLAS,400
Healing Hands Ministries,8515 Greenville Ave Ste N-112,Dallas,DALLAS,100
Healing Hands Ministries Vickery,5750 Pineland Dr Ste 150,Dallas,DALLAS,100
Lithonia Healthcare Development LLC,1341 W Mockingbird Lane,Dallas,DALLAS,100
Los Barrios Unidos Community Clinic,4732 W. Illinois Ave.,Dallas,DALLAS,100
Los Barrios Unidos Community Clinic - Dallas 1,809 Singleton Blvd,Dallas,DALLAS,100
Los Barrios Unidos Community Clinic - Dallas 2,3111 Sylvan Ave,Dallas,DALLAS,100
Malcolm X Clinic,4432 Malcolm X. Blvd,Dallas,DALLAS,100
"Martin Luther King Jr Family Clinic, Inc",2922B Martin Luther King Jr Blvd,Dallas,DALLAS,100
Methodist Dallas Medical Center,1441 N Beckley Ave,Dallas,DALLAS,"1,170"
ProSalutem,11882 Greenville Avenue,Dallas,DALLAS,300
REMINGTON PHARMACY INC. dba TOTAL PHARMACY,3690 W WHEATLAND RD,Dallas,DALLAS,100
Tom Thumb Pharmacy 1540,3757 Forest Ln,Dallas,DALLAS,100
Tom Thumb Pharmacy 2544,10455 N. Central Expressway,Dallas,DALLAS,100
Uptown Physicians Group/ Prism Health North Texas,2801 Lemmon Ave,Dallas,DALLAS,200
Wellmed at Redbird Square,3107 Camp Wisdom Rd,Dallas,DALLAS,200
Vibra Specialty Hospital of Desoto,2700 Walker Way,Desoto,DALLAS,200
Farmers Branch Fire Department,13333 Hutton Dr,Farmers Branch,DALLAS,200
Tom Thumb Pharmacy 2561,925 Northwest Hwy,Garland,DALLAS,100
Grand Prairie Fire Department,"1525 arkansas ln, 3rd floor",Grand Prairie,DALLAS,500
"Purple Hearts Primary Care Services, PLLC",688 W. Pioneer Pkwy,Grand Prairie,DALLAS,200
Kroger Pharmacy 402,3612 N Belt Line Rd,Irving,DALLAS,100
Dallas Regional Medical Center,1011 N Galloway Ave,Mesquite,DALLAS,100
Richardson Fire Department,300 N. Greenville Ave.,Richardson,DALLAS,300
Tom Thumb Pharmacy 2526,#39 Arapaho Village S.C.,Richardson,DALLAS,200
Tom Thumb Pharmacy 3637,1380 W Campbell Rd,Richardson,DALLAS,200
Baylor Scott & White Medical Center Sunnyvale,231 S Collins Rd,Sunnyvale,DALLAS,100
South Plains Public Health District - Lamesa,503 S 1st St,Lamesa,DAWSON,200
DSHS Hereford,600 N 25 Mile Ave Ste 500,Hereford,DEAF SMITH,100
Carevide Cooper,91 W Side Sq,Cooper,DELTA,100
Community Pharmacy - Denton - 4400 Teasley Lane,4400 Teasley Lane,Denton,DENTON,100
Cuero Regional Hospital,2550 N. Esplanade,Cuero,DEWITT,300
Cuero-Dewitt County Health Department,115 N Gonzales St Ste B,Cuero,DEWITT,200
Clarendon Family Medical Center,1 Medical Center Drive,Clarendon,DONLEY,100
Community Action Health Center - Duval,115 W Main St,Benavides,DUVAL,100
Love Oak Pharmacy,805 West Main Street,Eastland,EASTLAND,100
Dept of Public Health-Remcon,7380 Remcon Circle,El Paso,EL PASO,300
Dept Public Health-Alameda,9341 Alameda,El Paso,EL PASO,300
Dept Public Health-Railroad,9566 Railroad,El Paso,EL PASO,300
Dept Public Health-Stanton,220 S. Stanton,El Paso,EL PASO,300
El Paso Drive Iz Clinic El Paso Dph,5115 El Paso Dr,El Paso,EL PASO,300
El Paso Fire Department,6800 Delta,El Paso,EL PASO,500
Henderson Health Center El Paso,721 S Mesa St,El Paso,EL PASO,300
Legent Hospital of El Paso,1416 George Dieter Dr,El Paso,EL PASO,100
The Hospitals of Providence Memorial Campus,2001 N Oregon St,El Paso,EL PASO,"1,170"
The University of Texas at El Paso,500 W. University Ave,El Paso,EL PASO,"1,170"
Ysleta Health Center El Paso Dph,110 Candelaria St,El Paso,EL PASO,300
Kroger Pharmacy 596,2200 Fm 663,Midlothian,ELLIS,100
Hope Clinic - Waxahachie,411 E Jefferson St Bldg B,Waxahachie,ELLIS,100
Erath County EMS,830 B East Rd,Stephenville,ERATH,"1,000"
Heb Pharmacy 416,450 E Travis St,La Grange,FAYETTE,200
Fisher County Hospital District,774 State Highway 70 N,Rotan,FISHER,100
Payne Family Pharmacy,200 S Main St,Floydada,FLOYD,100
Foard County Clinic,200 North 1st Street,Crowell,FOARD,100
Zuriel Health Group Corp,25230 Kingsland Blvd Suite 100,Katy,FORT BEND,100
Ft Bend Family Hlth Ctr Accesshealth - Missouri City,307 Texas Pkwy Ste 100,Missouri City,FORT BEND,100
Fort Bend Family Health Center Access Health,400 Austin St,Richmond,FORT BEND,100
Texas Department of Criminal Justice Jester IV,4 Jester Rd.,Richmond,FORT BEND,200
Titaniumrx Pharmacy,2116 Thompson Road,Richmond,FORT BEND,100
Ft Bend Family Hlth Ctr Accesshealth - Stafford,10435 Greenbough Dr Ste 300,Stafford,FORT BEND,100
Houston Methodist Sugar Land Hospital,16655 Southwest Freeway,Sugar Land,FORT BEND,"2,340"
Memorial Hermann Sugar Land,17500 W Grand Pkwy S,Sugar Land,FORT BEND,"8,190"
Memorial Hermann Sugar Land Surgical Hospital,16906 Southwest Fwy,Sugar Land,FORT BEND,200
St. Hope Foundation Sugar Land,14815 Southwest Fwy,Sugar Land,FORT BEND,100
Sugar Land Rehabilitation Hospital,1325 Highway 6,Sugar Land,FORT BEND,200
Franklin County Rural Health Clinic,506 Texas Highway 37,Mount Vernon,FRANKLIN,100
Freestone Medical Center DBA Freestone Health Clinic,734 West Commerce,Fairfield,FREESTONE,200
S Tx Rhs Inc,606 W Leona St,Dilley,FRIO,100
South Tx Rural Health Services Inc - Pearsall,150 Medical Dr.,Pearsall,FRIO,100
Seminole Memorial Hospital,209 Nw 8th St,Seminole,GAINES,100
St Hope Foundation Of Dickinson,3750 Medical Park Blvd Ste 150,Dickinson,GALVESTON,100
Randalls Pharmacy 1031,2931 Central City Avenue,Galveston,GALVESTON,100
Post-Garza Co EMS,902 N. Ave S,Post,GARZA,100
Fredericksburg Fire/EMS,126 W. Main St,Fredericksburg,GILLESPIE,100
Dshs Goliad,329 W. Franklin,Goliad,GOLIAD,100
Memorial Hospital - Gonzales,Po Box 587,Gonzales,GONZALES,500
Texas Department of Criminal Justice JORDAN,1992 Helton Rd,Pampa,GRAY,100
Texoma Medical Center- Hospital Patients,5016 S Us Highway 75,Denison,GRAYSON,"1,170"
Grayson County Health Department-Sherman,515 North Walnut St.,Sherman,Grayson,"1,000"
Wnj Regional Medical Center,500 N Highland Ave,Sherman,GRAYSON,300
Axtells Rite-Value Pharmacy Inc.,304 1/2 Charlie St,Whitesboro,GRAYSON,100
Louis Morgan Drugs #1,1900 S High St,Longview,GREGG,300
Brookshires Pharmacy 6,309 N La Salle St,Navasota,GRIMES,100
City of Schertz EMS,1400 Schertz Parkway,Schertz,GUADALUPE,"3,510"
Kellum Family Medicine,3401 Fm 3009,Schertz,GUADALUPE,"1,000"
Guadalupe Regional Medical Center,1215 E Court,Seguin,GUADALUPE,"1,000"
Seguin Family Health Center,1104 Jefferson Ave,Seguin,GUADALUPE,100
Lhd Plainview-Hale Co Health Dist (Re),111 E 10th St,Plainview,HALE,100
HICO CLINIC,104 Walnut,Hico,HAMILTON,100
Family Medical Clinic - Spearman 1,705 W 7th Ave,Spearman,HANSFORD,100
Hardeman County Clinic,404 Mercer St,Quanah,HARDEMAN,100
First Surgical Hospital,4801 Bissonnet St,Bellaire,HARRIS,200
Kroger Pharmacy 115,9703 Barker Cypress Rd,Cypress,HARRIS,200
"Deer Park Family Clinic, P.A.",2910 Center St,Deer Park,HARRIS,100
Galena Park Medical Clinic,2124 Clinton Dr,Galena Park,HARRIS,200
BARKER CYPRESS PHARMACY & HOME CARE EQUIPMENT LLC,1855 BARKER CYPRESS RD,Houston,HARRIS,100
Ben Taub General Hospital,1504 Taub Loop,Houston,HARRIS,"7,020"
Encompass Health Rehabilitation Hospital Cypress,13031 Wortham Center Drive,Houston,HARRIS,100
HEB Pharmacy 756,6055 South Fwy,Houston,HARRIS,200
Houston Community Health Centers,424 Hahlo Street,Houston,HARRIS,200
Lbj Hospital - Harris County Hospital District,5656 Kelley St,Houston,HARRIS,"7,020"
Randalls Pharmacy 1066,12850 Memorial Drive,Houston,HARRIS,200
"RXASSIST PHARMACY, INC.",17020 Beaver Springs drive,Houston,HARRIS,100
St Joseph Medical Center,1401 St Joseph Pkwy,Houston,HARRIS,"1,170"
St Lukes Hospital At The Vintage,20171 Chasewood Park Dr,Houston,HARRIS,"1,170"
The Rowe Network,1917 Ashland Street,Houston,HARRIS,200
"TRUMED PHARMACY, LLC",5620 EAST SAM HOUSTON PARKWAY,Houston,HARRIS,100
UT MD Anderson Cancer Center,1515 Holcombe Blvd,Houston,HARRIS,"1,170"
Encompass Health Rehabilitation Hospital of Humble,19002 McKay Dr.,Humble,HARRIS,200
"Southeast Texas Medical Ventures, LLC",1475 FM 1960 BYPASS E,Humble,HARRIS,100
Katy Medical Complex Pharmacy,21700 Kingsland Blvd,Katy,HARRIS,200
Texas Vaccine Institute,21811 Katy Fwy Ste D102,Katy,HARRIS,500
"Gloyers Pharmacy, INC",1010 W Main St,Tomball,HARRIS,100
Houston Physicians Hospital,333 N. Texas Ave,Webster,HARRIS,400
University Of Texas Medical Branch - Clear Lake,200 Blossom,Webster,HARRIS,"1,170"
Brookshires Pharmacy 130,590 W Main St,Hallsville,HARRISON,300
Kroger Pharmacy 953,300 E. End Blvd. (Hwy 80),Marshall,HARRISON,100
Marshall-Harrison County Health District (Re),805 Lindsey Dr,Marshall,HARRISON,400
The Drug Store,100 S Avenue E,Haskell,HASKELL,200
Kyle Communicare Health Center,2810 Dacy Ln,Kyle,HAYS,300
WARM SPRINGS REHABILITATION HOSPITAL OF KYLE LLC,5980 KYLE PARKWAY,Kyle,HAYS,200
B And J Pharmacy - Wimberley,2111 Hunter Rd,San Marcos,HAYS,100
Hemphill County Hospital,1020 S.4th,Canadian,HEMPHILL,100
Brookshire's Pharmacy 011,807 E Tyler St,Athens,HENDERSON,100
Christus Trinity Mother Frances,1505 Hwy 19 S,Athens,HENDERSON,300
Family Circle Of Care Athens,1001 N Palestine St,Athens,HENDERSON,100
Integrity Urgent Care Athens,1115 E Tyler St,Athens,HENDERSON,100
Lakeland,117 Medical Circle,Athens,HENDERSON,100
Ut Health East Texas Athens,2000 S Palestine St # 40024,Athens,HENDERSON,200
Walgreens Pharmacy 09410,1007 E Tyler St,Athens,HENDERSON,100
Brookshires Pharmacy 84,703 HWY 31 E,Chandler,HENDERSON,100
Trinity Clinic Chandler,803 Hwy 31 East,Chandler,HENDERSON,100
Brookshires Pharmacy 68,210 S Seven Points Dr,Kemp,HENDERSON,100
Brookshires Pharmacy 064,1200 S 3rd St,Mabank,HENDERSON,100
Cedar Creek Wellness Group,1837 W Main St,Mabank,HENDERSON,100
"East Texas Community Clinic, Inc.",2415 W. Main Street,Mabank,HENDERSON,100
Lakeland Medical Associates - Tvfc 040207,170 Municipal Dr,Mabank,HENDERSON,100
Tri-county family medicine,126 W Main St.,Mabank,HENDERSON,100
Texas Department of Criminal Justice Segovia,1201 E. El Cibolo Rd.,Edinburg,HIDALGO,"1,000"
Brookshires Pharmacy 53,120 S Waco St,Hillsboro,HILL,100
Eubank Drug LLC,1510 N BRAZOS ST,Whitney,HILL,100
Granbury Hood County EMS Inc,2200 Commercial Ln,Granbury,HOOD,"1,500"
Brookshires Pharmacy 52,1603 Culver St,Commerce,HUNT,100
Brookshires Pharmacy 74,6410 Wesley St,Greenville,HUNT,100
Carevide,4311 Wesley St,Greenville,HUNT,100
Hunt Regional Medical Center,4215 Joe Ramsey Blvd E,Greenville,HUNT,"3,510"
